===============================================================================
Id,000012.XSHE,len,datetime,open,high,low,close,volume,openinterest,,len,datetime,open,high,low,close,volume,openinterest,PivotMultiTF,len,datetime,LinesCoupler_6,len,p,s1,s2,r1,r2,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,000012.XSHE,
146,000012.XSHE,146,2018-08-07 23:59:59.999989,138.05,143.2,137.77,143.2,247985.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,146,736913.9999999999,LinesCoupler_6,146,143.1,134.14,122.79999999999998,154.44,163.4,Broker,146,934934.4999999999,934934.4999999999,BuySell,146,,,BuySell,7,,,DataTrades,146,,
147,000012.XSHE,147,2018-08-08 23:59:59.999989,142.91,144.34,142.34,142.91,261362.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,147,736914.9999999999,LinesCoupler_6,147,143.1,134.14,122.79999999999998,154.44,163.4,Broker,147,934934.4999999999,934934.4999999999,BuySell,147,,,BuySell,7,,,DataTrades,147,,
148,000012.XSHE,148,2018-08-09 23:59:59.999989,142.91,146.05,142.34,145.48,301147.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,148,736915.9999999999,LinesCoupler_6,148,143.1,134.14,122.79999999999998,154.44,163.4,Broker,148,934934.4999999999,934934.4999999999,BuySell,148,,,BuySell,7,,,DataTrades,148,,
149,000012.XSHE,149,2018-08-10 23:59:59.999989,145.77,145.77,143.48,144.91,210047.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,149,736916.9999999999,LinesCoupler_6,149,143.1,134.14,122.79999999999998,154.44,163.4,Broker,149,934934.4999999999,934934.4999999999,BuySell,149,,,BuySell,7,,,DataTrades,149,,
150,000012.XSHE,150,2018-08-13 23:59:59.999989,142.91,144.91,141.48,144.62,209397.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,150,736919.9999999999,LinesCoupler_6,150,143.1,134.14,122.79999999999998,154.44,163.4,Broker,150,934934.4999999999,934934.4999999999,BuySell,150,,,BuySell,7,,,DataTrades,150,,
151,000012.XSHE,151,2018-08-14 23:59:59.999989,147.2,152.06,146.34,146.91,890673.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,151,736920.9999999999,LinesCoupler_6,151,143.1,134.14,122.79999999999998,154.44,163.4,Broker,151,934934.4999999999,934934.4999999999,BuySell,151,,,BuySell,7,,,DataTrades,151,,
152,000012.XSHE,152,2018-08-15 23:59:59.999989,146.63,147.77,143.77,144.62,446677.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,152,736921.9999999999,LinesCoupler_6,152,143.1,134.14,122.79999999999998,154.44,163.4,Broker,152,934934.4999999999,934934.4999999999,BuySell,152,,,BuySell,7,,,DataTrades,152,,
153,000012.XSHE,153,2018-08-16 23:59:59.999989,142.91,143.48,137.48,140.91,312718.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,153,736922.9999999999,LinesCoupler_6,153,143.1,134.14,122.79999999999998,154.44,163.4,Broker,153,934934.4999999999,934934.4999999999,BuySell,153,,,BuySell,7,,,DataTrades,153,,
154,000012.XSHE,154,2018-08-17 23:59:59.999989,141.48,142.34,138.91,139.48,233514.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,154,736923.9999999999,LinesCoupler_6,154,143.1,134.14,122.79999999999998,154.44,163.4,Broker,154,934934.4999999999,934934.4999999999,BuySell,154,,,BuySell,7,,,DataTrades,154,,
155,000012.XSHE,155,2018-08-20 23:59:59.999989,138.91,140.91,137.48,140.34,225021.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,155,736926.9999999999,LinesCoupler_6,155,143.1,134.14,122.79999999999998,154.44,163.4,Broker,155,934934.4999999999,934934.4999999999,BuySell,155,,,BuySell,7,,,DataTrades,155,,
156,000012.XSHE,156,2018-08-21 23:59:59.999989,140.34,141.48,139.77,140.91,197810.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,156,736927.9999999999,LinesCoupler_6,156,143.1,134.14,122.79999999999998,154.44,163.4,Broker,156,934934.4999999999,934934.4999999999,BuySell,156,,,BuySell,7,,,DataTrades,156,,
157,000012.XSHE,157,2018-08-22 23:59:59.999989,141.2,141.2,138.34,138.62,184969.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,157,736928.9999999999,LinesCoupler_6,157,143.1,134.14,122.79999999999998,154.44,163.4,Broker,157,934934.4999999999,934934.4999999999,BuySell,157,,,BuySell,7,,,DataTrades,157,,
158,000012.XSHE,158,2018-08-23 23:59:59.999989,138.34,140.34,137.77,138.62,158894.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,158,736929.9999999999,LinesCoupler_6,158,143.1,134.14,122.79999999999998,154.44,163.4,Broker,158,934934.4999999999,934934.4999999999,BuySell,158,,,BuySell,7,,,DataTrades,158,,
159,000012.XSHE,159,2018-08-24 23:59:59.999989,138.91,139.77,138.34,139.19,118354.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,159,736930.9999999999,LinesCoupler_6,159,143.1,134.14,122.79999999999998,154.44,163.4,Broker,159,934934.4999999999,934934.4999999999,BuySell,159,,,BuySell,7,,,DataTrades,159,,
160,000012.XSHE,160,2018-08-27 23:59:59.999989,139.19,141.48,138.91,140.91,211654.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,160,736933.9999999999,LinesCoupler_6,160,143.1,134.14,122.79999999999998,154.44,163.4,Broker,160,934934.4999999999,934934.4999999999,BuySell,160,,,BuySell,7,,,DataTrades,160,,
161,000012.XSHE,161,2018-08-28 23:59:59.999989,140.62,141.48,140.05,140.91,190611.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,161,736934.9999999999,LinesCoupler_6,161,143.1,134.14,122.79999999999998,154.44,163.4,Broker,161,934934.4999999999,934934.4999999999,BuySell,161,,,BuySell,7,,,DataTrades,161,,
162,000012.XSHE,162,2018-08-29 23:59:59.999989,140.91,141.2,140.05,140.34,117507.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,162,736935.9999999999,LinesCoupler_6,162,143.1,134.14,122.79999999999998,154.44,163.4,Broker,162,934934.4999999999,934934.4999999999,BuySell,162,,,BuySell,7,,,DataTrades,162,,
163,000012.XSHE,163,2018-08-30 23:59:59.999989,140.34,140.62,138.34,138.34,160240.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,163,736936.9999999999,LinesCoupler_6,163,143.1,134.14,122.79999999999998,154.44,163.4,Broker,163,934934.4999999999,934934.4999999999,BuySell,163,,,BuySell,7,,,DataTrades,163,,
164,000012.XSHE,164,2018-08-31 23:59:59.999989,138.34,139.19,137.19,137.48,137133.0,0.0,,7,2018-07-31 23:59:59.999989,142.05,152.06,131.76,145.48,5969698.0,0.0,PivotMultiTF,164,736937.9999999999,LinesCoupler_6,164,143.1,134.14,122.79999999999998,154.44,163.4,Broker,164,934934.4999999999,934934.4999999999,BuySell,164,,,BuySell,7,,,DataTrades,164,,
165,000012.XSHE,165,2018-09-03 23:59:59.999989,137.77,142.34,136.34,142.05,361863.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,165,736940.9999999999,LinesCoupler_6,165,143.1,134.14,122.79999999999998,154.44,163.4,Broker,165,934934.4999999999,934934.4999999999,BuySell,165,,,BuySell,8,,,DataTrades,165,,
166,000012.XSHE,166,2018-09-04 23:59:59.999989,141.77,142.05,138.62,141.2,344584.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,166,736941.9999999999,LinesCoupler_6,166,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,166,934934.4999999999,934934.4999999999,BuySell,166,,,BuySell,8,,,DataTrades,166,,
167,000012.XSHE,167,2018-09-05 23:59:59.999989,140.62,141.2,139.48,139.48,184832.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,167,736942.9999999999,LinesCoupler_6,167,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,167,934934.4999999999,934934.4999999999,BuySell,167,,,BuySell,8,,,DataTrades,167,,
168,000012.XSHE,168,2018-09-06 23:59:59.999989,139.48,140.34,137.48,138.34,138423.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,168,736943.9999999999,LinesCoupler_6,168,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,168,934934.4999999999,934934.4999999999,BuySell,168,,,BuySell,8,,,DataTrades,168,,
169,000012.XSHE,169,2018-09-07 23:59:59.999989,138.34,140.34,138.34,138.91,131714.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,169,736944.9999999999,LinesCoupler_6,169,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,169,934934.4999999999,934934.4999999999,BuySell,169,,,BuySell,8,,,DataTrades,169,,
170,000012.XSHE,170,2018-09-10 23:59:59.999989,138.34,139.19,136.05,136.91,145799.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,170,736947.9999999999,LinesCoupler_6,170,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,170,934934.4999999999,934934.4999999999,BuySell,170,,,BuySell,8,,,DataTrades,170,,
171,000012.XSHE,171,2018-09-11 23:59:59.999989,136.91,137.77,136.05,136.62,133651.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,171,736948.9999999999,LinesCoupler_6,171,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,171,934934.4999999999,934934.4999999999,BuySell,171,,,BuySell,8,,,DataTrades,171,,
172,000012.XSHE,172,2018-09-12 23:59:59.999989,137.19,137.77,136.34,136.62,78801.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,172,736949.9999999999,LinesCoupler_6,172,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,172,934934.4999999999,934934.4999999999,BuySell,172,,,BuySell,8,,,DataTrades,172,,
173,000012.XSHE,173,2018-09-13 23:59:59.999989,136.62,138.62,136.34,137.77,152102.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,173,736950.9999999999,LinesCoupler_6,173,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,173,934934.4999999999,934934.4999999999,BuySell,173,,,BuySell,8,,,DataTrades,173,,
174,000012.XSHE,174,2018-09-14 23:59:59.999989,137.77,138.34,136.62,137.19,110209.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,174,736951.9999999999,LinesCoupler_6,174,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,174,934934.4999999999,934934.4999999999,BuySell,174,,,BuySell,8,,,DataTrades,174,,
175,000012.XSHE,175,2018-09-17 23:59:59.999989,139.19,142.91,137.77,140.62,517313.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,175,736954.9999999999,LinesCoupler_6,175,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,175,934934.4999999999,934934.4999999999,BuySell,175,,,BuySell,8,,,DataTrades,175,,
176,000012.XSHE,176,2018-09-18 23:59:59.999989,138.91,141.48,138.34,141.48,290492.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,176,736955.9999999999,LinesCoupler_6,176,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,176,934934.4999999999,934934.4999999999,BuySell,176,,,BuySell,8,,,DataTrades,176,,
177,000012.XSHE,177,2018-09-19 23:59:59.999989,140.91,143.48,140.34,141.77,330202.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,177,736956.9999999999,LinesCoupler_6,177,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,177,934934.4999999999,934934.4999999999,BuySell,177,,,BuySell,8,,,DataTrades,177,,
178,000012.XSHE,178,2018-09-20 23:59:59.999989,141.48,142.62,140.62,140.62,197364.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,178,736957.9999999999,LinesCoupler_6,178,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,178,934934.4999999999,934934.4999999999,BuySell,178,,,BuySell,8,,,DataTrades,178,,
179,000012.XSHE,179,2018-09-21 23:59:59.999989,141.2,142.91,140.62,142.62,305201.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,179,736958.9999999999,LinesCoupler_6,179,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,179,934934.4999999999,934934.4999999999,BuySell,179,,,BuySell,8,,,DataTrades,179,,
180,000012.XSHE,180,2018-09-25 23:59:59.999989,141.77,142.34,141.2,141.77,177948.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,180,736962.9999999999,LinesCoupler_6,180,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,180,934934.4999999999,934934.4999999999,BuySell,180,,,BuySell,8,,,DataTrades,180,,
181,000012.XSHE,181,2018-09-26 23:59:59.999989,141.77,142.91,141.48,142.05,225438.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,181,736963.9999999999,LinesCoupler_6,181,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,181,934934.4999999999,934934.4999999999,BuySell,181,,,BuySell,8,,,DataTrades,181,,
182,000012.XSHE,182,2018-09-27 23:59:59.999989,142.91,142.91,138.91,139.19,265953.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,182,736964.9999999999,LinesCoupler_6,182,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,182,934934.4999999999,934934.4999999999,BuySell,182,,,BuySell,8,,,DataTrades,182,,
183,000012.XSHE,183,2018-09-28 23:59:59.999989,139.48,140.91,139.19,140.05,155410.0,0.0,,8,2018-08-31 23:59:59.999989,145.77,152.06,137.19,137.48,6063007.0,0.0,PivotMultiTF,183,736965.9999999999,LinesCoupler_6,183,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,183,934934.4999999999,934934.4999999999,BuySell,183,,,BuySell,8,,,DataTrades,183,,
184,000012.XSHE,184,2018-10-08 23:59:59.999989,138.62,139.19,133.76,135.48,234782.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,184,736975.9999999999,LinesCoupler_6,184,142.24333333333334,132.42666666666668,127.37333333333333,147.29666666666668,157.11333333333334,Broker,184,934934.4999999999,934934.4999999999,BuySell,184,,,BuySell,9,,,DataTrades,184,,
185,000012.XSHE,185,2018-10-09 23:59:59.999989,135.76,136.91,134.34,135.19,181451.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,185,736976.9999999999,LinesCoupler_6,185,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,185,934934.4999999999,934934.4999999999,BuySell,185,,,BuySell,9,,,DataTrades,185,,
186,000012.XSHE,186,2018-10-10 23:59:59.999989,136.34,136.62,134.05,134.91,137879.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,186,736977.9999999999,LinesCoupler_6,186,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,186,934934.4999999999,934934.4999999999,BuySell,186,,,BuySell,9,,,DataTrades,186,,
187,000012.XSHE,187,2018-10-11 23:59:59.999989,130.91,131.48,121.47,121.47,521775.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,187,736978.9999999999,LinesCoupler_6,187,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,187,934934.4999999999,934934.4999999999,BuySell,187,,,BuySell,9,,,DataTrades,187,,
188,000012.XSHE,188,2018-10-12 23:59:59.999989,119.19,121.47,113.76,118.04,342338.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,188,736979.9999999999,LinesCoupler_6,188,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,188,934934.4999999999,934934.4999999999,BuySell,188,,,BuySell,9,,,DataTrades,188,,
189,000012.XSHE,189,2018-10-15 23:59:59.999989,118.04,120.62,114.04,114.61,225177.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,189,736982.9999999999,LinesCoupler_6,189,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,189,934934.4999999999,934934.4999999999,BuySell,189,,,BuySell,9,,,DataTrades,189,,
190,000012.XSHE,190,2018-10-16 23:59:59.999989,115.19,116.9,110.04,111.18,298486.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,190,736983.9999999999,LinesCoupler_6,190,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,190,934934.4999999999,934934.4999999999,BuySell,190,,,BuySell,9,,,DataTrades,190,,
191,000012.XSHE,191,2018-10-17 23:59:59.999989,113.18,114.61,110.61,113.76,192772.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,191,736984.9999999999,LinesCoupler_6,191,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,191,934934.4999999999,934934.4999999999,BuySell,191,,,BuySell,9,,,DataTrades,191,,
192,000012.XSHE,192,2018-10-18 23:59:59.999989,114.04,114.04,110.04,110.61,198574.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,192,736985.9999999999,LinesCoupler_6,192,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,192,934934.4999999999,934934.4999999999,BuySell,192,,,BuySell,9,,,DataTrades,192,,
193,000012.XSHE,193,2018-10-19 23:59:59.999989,110.9,115.76,109.75,114.9,277538.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,193,736986.9999999999,LinesCoupler_6,193,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,193,934934.4999999999,934934.4999999999,BuySell,193,,,BuySell,9,,,DataTrades,193,,
194,000012.XSHE,194,2018-10-22 23:59:59.999989,116.9,121.19,115.19,119.76,437757.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,194,736989.9999999999,LinesCoupler_6,194,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,194,934934.4999999999,934934.4999999999,BuySell,194,,,BuySell,9,,,DataTrades,194,,
195,000012.XSHE,195,2018-10-23 23:59:59.999989,120.33,120.33,116.04,116.9,260902.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,195,736990.9999999999,LinesCoupler_6,195,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,195,934934.4999999999,934934.4999999999,BuySell,195,,,BuySell,9,,,DataTrades,195,,
196,000012.XSHE,196,2018-10-24 23:59:59.999989,116.33,118.9,115.47,117.76,178249.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,196,736991.9999999999,LinesCoupler_6,196,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,196,934934.4999999999,934934.4999999999,BuySell,196,,,BuySell,9,,,DataTrades,196,,
197,000012.XSHE,197,2018-10-25 23:59:59.999989,114.33,117.47,112.9,116.9,258235.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,197,736992.9999999999,LinesCoupler_6,197,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,197,934934.4999999999,934934.4999999999,BuySell,197,,,BuySell,9,,,DataTrades,197,,
198,000012.XSHE,198,2018-10-26 23:59:59.999989,118.33,120.04,117.47,118.33,229973.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,198,736993.9999999999,LinesCoupler_6,198,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,198,934934.4999999999,934934.4999999999,BuySell,198,,,BuySell,9,,,DataTrades,198,,
199,000012.XSHE,199,2018-10-29 23:59:59.999989,118.33,121.19,118.04,118.9,314293.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,199,736996.9999999999,LinesCoupler_6,199,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,199,934934.4999999999,934934.4999999999,BuySell,199,,,BuySell,9,,,DataTrades,199,,
200,000012.XSHE,200,2018-10-30 23:59:59.999989,117.47,119.76,116.04,117.76,299714.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,200,736997.9999999999,LinesCoupler_6,200,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,200,934934.4999999999,934934.4999999999,BuySell,200,,,BuySell,9,,,DataTrades,200,,
201,000012.XSHE,201,2018-10-31 23:59:59.999989,118.04,120.33,117.76,119.76,296003.0,0.0,,9,2018-09-28 23:59:59.999989,137.77,143.48,136.05,140.05,4247299.0,0.0,PivotMultiTF,201,736998.9999999999,LinesCoupler_6,201,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,201,934934.4999999999,934934.4999999999,BuySell,201,,,BuySell,9,,,DataTrades,201,,
202,000012.XSHE,202,2018-11-01 23:59:59.999989,120.33,121.47,118.9,119.76,330077.0,0.0,,10,2018-10-31 23:59:59.999989,138.62,139.19,109.75,119.76,4885898.0,0.0,PivotMultiTF,202,736999.9999999999,LinesCoupler_6,202,139.85999999999999,136.23999999999998,132.43,143.66999999999996,147.28999999999996,Broker,202,934934.4999999999,934934.4999999999,BuySell,202,,,BuySell,10,,,DataTrades,202,,
203,000012.XSHE,203,2018-11-02 23:59:59.999989,120.33,122.33,120.33,122.33,565630.0,0.0,,10,2018-10-31 23:59:59.999989,138.62,139.19,109.75,119.76,4885898.0,0.0,PivotMultiTF,203,737000.9999999999,LinesCoupler_6,203,122.89999999999999,106.60999999999999,93.46,136.04999999999998,152.33999999999997,Broker,203,934934.4999999999,934934.4999999999,BuySell,203,,,BuySell,10,,,DataTrades,203,,
204,000012.XSHE,204,2018-11-05 23:59:59.999989,123.19,123.47,120.62,122.62,427169.0,0.0,,10,2018-10-31 23:59:59.999989,138.62,139.19,109.75,119.76,4885898.0,0.0,PivotMultiTF,204,737003.9999999999,LinesCoupler_6,204,122.89999999999999,106.60999999999999,93.46,136.04999999999998,152.33999999999997,Broker,204,934934.4999999999,934934.4999999999,BuySell,204,,,BuySell,10,,,DataTrades,204,,
205,000012.XSHE,205,2018-11-06 23:59:59.999989,122.05,122.33,120.33,122.05,319429.0,0.0,,10,2018-10-31 23:59:59.999989,138.62,139.19,109.75,119.76,4885898.0,0.0,PivotMultiTF,205,737004.9999999999,LinesCoupler_6,205,122.89999999999999,106.60999999999999,93.46,136.04999999999998,152.33999999999997,Broker,205,934934.4999999999,934934.4999999999,BuySell,205,,,BuySell,10,,,DataTrades,205,,
206,000012.XSHE,206,2018-11-07 23:59:59.999989,122.62,123.19,120.62,120.62,303618.0,0.0,,10,2018-10-31 23:59:59.999989,138.62,139.19,109.75,119.76,4885898.0,0.0,PivotMultiTF,206,737005.9999999999,LinesCoupler_6,206,122.89999999999999,106.60999999999999,93.46,136.04999999999998,152.33999999999997,Broker,206,934934.4999999999,934934.4999999999,BuySell,206,,,BuySell,10,,,DataTrades,206,,
207,000012.XSHE,207,2018-11-08 23:59:59.999989,121.47,122.05,119.76,119.76,201487.0,0.0,,10,2018-10-31 23:59:59.999989,138.62,139.19,109.75,119.76,4885898.0,0.0,PivotMultiTF,207,737006.9999999999,LinesCoupler_6,207,122.89999999999999,106.60999999999999,93.46,136.04999999999998,152.33999999999997,Broker,207,934934.4999999999,934934.4999999999,BuySell,207,,,BuySell,10,,,DataTrades,207,,
208,000012.XSHE,208,2018-11-09 23:59:59.999989,120.62,120.62,118.62,118.62,177708.0,0.0,,10,2018-10-31 23:59:59.999989,138.62,139.19,109.75,119.76,4885898.0,0.0,PivotMultiTF,208,737007.9999999999,LinesCoupler_6,208,122.89999999999999,106.60999999999999,93.46,136.04999999999998,152.33999999999997,Broker,208,934934.4999999999,934934.4999999999,BuySell,208,,,BuySell,10,,,DataTrades,208,,
209,000012.XSHE,209,2018-11-12 23:59:59.999989,118.9,124.33,118.33,124.33,664681.0,0.0,,10,2018-10-31 23:59:59.999989,138.62,139.19,109.75,119.76,4885898.0,0.0,PivotMultiTF,209,737010.9999999999,LinesCoupler_6,209,122.89999999999999,106.60999999999999,93.46,136.04999999999998,152.33999999999997,Broker,209,934934.4999999999,934934.4999999999,BuySell,209,,,BuySell,10,,,DataTrades,209,,
210,000012.XSHE,210,2018-11-13 23:59:59.999989,123.47,127.76,122.62,127.76,851135.0,0.0,,10,2018-10-31 23:59:59.999989,138.62,139.19,109.75,119.76,4885898.0,0.0,PivotMultiTF,210,737011.9999999999,LinesCoupler_6,210,122.89999999999999,106.60999999999999,93.46,136.04999999999998,152.33999999999997,Broker,210,934934.4999999999,934934.4999999999,BuySell,210,,,BuySell,10,,,DataTrades,210,,
